Prompt ID,Category,Subcategory,Use Case,Prompt Title,Prompt,Variables,Compatible AI,Difficulty,Expected Output,Pro Tip
PRM-PM-019,Project Management,Escalation,Executive Escalation Email,Project Escalation Email Drafter,"Act as a project manager who needs to escalate a blocker. Write an escalation email to [ESCALATION_RECIPIENT] regarding [BLOCKER_DESCRIPTION] on [PROJECT_NAME].
Context: impact if unresolved [IMPACT_IF_UNRESOLVED], what's already been tried [ATTEMPTED_SOLUTIONS], and the specific decision or resource needed [SPECIFIC_ASK].
Keep it factual, non-alarmist, and end with a clear, specific ask and a deadline for response.","ESCALATION_RECIPIENT, BLOCKER_DESCRIPTION, PROJECT_NAME, IMPACT_IF_UNRESOLVED, ATTEMPTED_SOLUTIONS, SPECIFIC_ASK",ChatGPT / Claude,Intermediate,"A calm, factual escalation email with a specific ask and response deadline.","Always state what you've already tried — escalations without that read as passing the problem upward, not solving it."
PRM-PM-020,Project Management,Resource Management,Team Capacity Planning,Quarterly Team Capacity Plan,"Act as a delivery manager. Build a capacity plan for [TEAM_NAME] for [QUARTER], given team size and roles [TEAM_ROSTER], planned time off [PLANNED_TIME_OFF], and committed work [COMMITTED_INITIATIVES_WITH_ESTIMATES].
Calculate available capacity (in person-days or story points) after accounting for time off and a reasonable buffer for unplanned work (suggest a %).
Flag if committed work exceeds available capacity, and by how much, with a recommendation (cut scope, add resource, or extend timeline).","TEAM_NAME, QUARTER, TEAM_ROSTER, PLANNED_TIME_OFF, COMMITTED_INITIATIVES_WITH_ESTIMATES",ChatGPT / Claude,Advanced,"A capacity plan with calculated available capacity, an overcommitment flag, and a specific recommendation.",Use a realistic unplanned-work buffer (commonly 15-20%) — plans built at 100% utilization fail almost every time.
PRM-PD-001,Productivity & Planning,Weekly Planning,Structured Weekly Plan,Weekly Priority & Time-Block Planner,"Act as a productivity coach. I have these tasks and commitments for the week: [TASK_AND_COMMITMENT_LIST], and these fixed time constraints: [FIXED_CONSTRAINTS, e.g. meetings, school pickup].
Rank tasks by true importance (not urgency) using an impact-based lens, then build a realistic time-blocked weekly schedule around my fixed constraints.
Flag anything that doesn't realistically fit this week and suggest what to defer or delegate.","TASK_AND_COMMITMENT_LIST, FIXED_CONSTRAINTS",ChatGPT / Claude,Intermediate,"A realistic, time-blocked weekly schedule with overflow tasks explicitly flagged for deferral.","Be honest about your fixed constraints — an unrealistic input produces an unrealistic, unusable schedule."
PRM-PD-002,Productivity & Planning,Prioritization,Eisenhower Matrix Sort,Eisenhower Urgent/Important Sorter,"Act as a prioritization coach. Sort this task list into the Eisenhower Matrix: [TASK_LIST].
For each task, classify as Urgent+Important (Do Now), Important-Not-Urgent (Schedule), Urgent-Not-Important (Delegate), or Neither (Eliminate), with a one-line reason for each classification.
Output as a 4-quadrant grid, and call out anything currently getting treated as urgent that shouldn't be.",TASK_LIST,ChatGPT / Claude,Beginner,"A 4-quadrant Eisenhower matrix with reasoning per task, highlighting misclassified urgency.","Redo this weekly on a fresh task dump — the value is in catching drift, not a single sort."
PRM-PD-003,Productivity & Planning,Daily Planning,Daily Priority List Builder,Top 3 Daily Priorities Generator,"Act as a focus coach. Given today's full task list: [TODAY_TASK_LIST] and my main goal for the week: [WEEKLY_GOAL], identify the 3 tasks today that would move the weekly goal forward most if completed.
For each, note why it matters and roughly how long it should take.
Everything else on the list gets flagged as ""if time allows"" or ""reschedule.""","TODAY_TASK_LIST, WEEKLY_GOAL",ChatGPT / Claude,Beginner,"A focused top-3 daily priority list tied explicitly to the weekly goal, with time estimates.","Run this first thing each morning — it works best as a 2-minute daily ritual, not a one-off."
PRM-PD-004,Productivity & Planning,Time Management,Time Audit Analysis,Time Audit & Leak Finder,"Act as a time management analyst. Here is a log of how I spent my time this week: [TIME_LOG].
Categorize each block as Deep Work, Shallow Work, Meetings, Admin, or Distraction, and calculate the % of time in each category.
Identify the top 3 ""time leaks"" (low-value activities consuming disproportionate time) and suggest one concrete fix for each.",TIME_LOG,ChatGPT / Claude,Intermediate,"A categorized time breakdown with percentages, plus 3 named time leaks and concrete fixes.",Track time honestly for even 3 days before running this — accuracy of the log determines accuracy of the insight.
PRM-PD-005,Productivity & Planning,Meeting Management,Meeting Load Reduction Plan,Meeting Audit & Reduction Plan,"Act as an operational efficiency consultant. Review this list of recurring meetings I attend: [RECURRING_MEETING_LIST with purpose and attendee count].
For each, recommend: Keep As-Is, Shorten, Make Async, or Cancel, with a one-line justification based on stated purpose and necessity of live discussion.
Estimate total hours per month that could be reclaimed if all recommendations were adopted.",RECURRING_MEETING_LIST,ChatGPT / Claude,Intermediate,A meeting-by-meeting recommendation (keep/shorten/async/cancel) with an estimated monthly hours reclaimed.,"Use the output as a proposal to bring to meeting owners, not a unilateral cancellation list."
PRM-PD-006,Productivity & Planning,Focus,Deep Work Schedule Design,Deep Work Block Scheduler,"Act as a focus and energy management coach. Given my calendar constraints [CALENDAR_CONSTRAINTS] and my most demanding task type [DEMANDING_TASK_TYPE], design a weekly deep work schedule.
Recommend the best time-of-day slots based on typical energy patterns, how many uninterrupted hours to protect, and one specific tactic to prevent interruption during each block.
Output as a weekly schedule grid with deep work blocks marked and protection tactics noted.","CALENDAR_CONSTRAINTS, DEMANDING_TASK_TYPE",ChatGPT / Claude,Intermediate,A weekly deep-work schedule grid with protected blocks and specific anti-interruption tactics.,Block the calendar immediately after generating this — a plan that isn't calendared rarely survives the week.
PRM-PD-007,Productivity & Planning,Project Planning,Work Breakdown Structure,Task Breakdown / WBS Generator,"Act as a planning specialist. Break down this goal into a full work breakdown structure: [GOAL_DESCRIPTION], to be completed by [DEADLINE].
Decompose into major phases, then specific tasks within each phase, each task small enough to complete in a single sitting (under 3 hours).
Output as a nested list: Phase > Task > Estimated Time, with phases in logical sequence.","GOAL_DESCRIPTION, DEADLINE",ChatGPT / Claude,Intermediate,A nested work breakdown structure with phase-level and task-level detail and time estimates.,"If any task still feels vague after this breakdown, ask the model to break that single task down one level further."
PRM-PD-008,Productivity & Planning,Delegation,Delegation Planning,What-to-Delegate Analyzer,"Act as a delegation coach. Review this list of tasks I currently do myself: [TASK_LIST_WITH_TIME_SPENT].
For each, assess: Should I still be doing this? (based on whether it requires my unique judgment/authority), Who else could realistically do it, and what's the risk if I hand it off.
Output a delegation candidate list ranked by time saved, each with a suggested delegate type and one mitigation for the handoff risk.",TASK_LIST_WITH_TIME_SPENT,ChatGPT / Claude,Intermediate,A ranked delegation candidate list with suggested delegates and handoff risk mitigations.,"Start delegating the highest time-saved, lowest-risk item first to build trust in the process before tackling harder ones."
PRM-PD-009,Productivity & Planning,Goal Setting,SMART Goal Conversion,Vague Goal to SMART Goal Converter,"Act as a goal-setting coach. Convert this vague goal into a SMART goal: ""[VAGUE_GOAL]"", with context [RELEVANT_CONTEXT].
Make it Specific, Measurable, Achievable, Relevant, and Time-bound — ask clarifying assumptions explicitly where the original goal is ambiguous rather than guessing silently.
Output the final SMART goal statement plus 3 milestone checkpoints to track progress toward it.","VAGUE_GOAL, RELEVANT_CONTEXT",ChatGPT / Claude,Beginner,A rewritten SMART goal statement with 3 measurable milestone checkpoints.,"If the model's assumptions don't match your real situation, correct them and re-run — the goal quality depends on that context being right."
PRM-PD-010,Productivity & Planning,Habit Building,Habit System Design,Habit Tracking System Designer,"Act as a behavior change coach. Design a habit-building system for adopting this new habit: [TARGET_HABIT], given my past struggles: [PAST_STRUGGLES_OR_TRIGGERS].
Use habit-stacking and environment design principles: define the cue, the smallest viable version of the habit to start with, and a simple tracking method.
Output: cue, minimum viable habit, tracking method, and one likely failure point with a pre-planned response.","TARGET_HABIT, PAST_STRUGGLES_OR_TRIGGERS",ChatGPT / Claude,Intermediate,"A habit system with a defined cue, minimum viable version, tracking method, and a pre-planned failure response.","Start with the smallest version suggested, even if it feels too easy — that's intentional, not a shortcoming."
PRM-PD-011,Productivity & Planning,Email Management,Email Triage System,Inbox Triage Rule Builder,"Act as an email productivity consultant. Based on this description of my inbox patterns: [INBOX_PATTERN_DESCRIPTION, e.g. types of emails I get, volume, current pain points], design a triage system.
Define categories (e.g. Action Needed, Waiting On, FYI, Archive), a rule for sorting each incoming email into a category, and a suggested processing cadence (e.g. batch 3x/day).
Output as a simple triage framework I can start using today, not a tool recommendation.",INBOX_PATTERN_DESCRIPTION,ChatGPT / Claude,Beginner,"A practical inbox triage framework with categories, sorting rules, and a processing cadence.",Pair this with actual inbox folders or labels matching the categories so the system has somewhere to live.
PRM-PD-012,Productivity & Planning,Decision Making,Weighted Decision Matrix,Decision Matrix Builder,"Act as a decision-making coach. Help me decide between these options: [OPTION_LIST], based on these criteria that matter to me: [DECISION_CRITERIA].
Ask me to weight each criterion (or suggest reasonable weights if I don't specify), score each option against each criterion (1-5), and calculate a weighted total.
Output a decision matrix table with the weighted totals and a one-paragraph interpretation — including caution if the top two scores are very close.","OPTION_LIST, DECISION_CRITERIA",ChatGPT / Claude,Intermediate,A weighted decision matrix with calculated totals and an interpretation flagging close calls.,"If scores come out very close, treat that as a signal the decision may hinge on a factor not yet in your criteria list."
PRM-PD-013,Productivity & Planning,Energy Management,Personal Energy Audit,Energy Management Plan,"Act as an energy management coach (distinct from time management). Based on this description of my typical day and energy fluctuations: [ENERGY_PATTERN_DESCRIPTION], map out when I have high vs. low energy.
Recommend which task types (deep focus, creative, administrative, social) should be scheduled in which energy windows, and one habit that would protect my highest-energy window from being consumed by low-value tasks.
Output as an energy map with task-type recommendations per window.",ENERGY_PATTERN_DESCRIPTION,ChatGPT / Claude,Intermediate,"An energy map matching task types to your natural energy windows, with one protective habit recommendation.",Track your energy (not just time) for a few days first — most people mis-estimate their own peak windows.
PRM-PD-014,Productivity & Planning,Task Management,Personal Kanban Setup,Personal Kanban Board Designer,"Act as a personal productivity systems coach. Design a personal Kanban system for managing this type of work: [WORK_TYPE_DESCRIPTION].
Define the columns (e.g. Backlog, This Week, In Progress, Waiting, Done), a Work-In-Progress limit for the ""In Progress"" column and why, and a rule for when items move between columns.
Output the column structure, WIP limit with rationale, and 3 example tasks placed correctly to illustrate the system.",WORK_TYPE_DESCRIPTION,ChatGPT / Claude,Beginner,"A personal Kanban structure with columns, a justified WIP limit, and example tasks placed correctly.","The WIP limit is the part people skip and the part that matters most — actually enforce it, don't just set it."
PRM-PD-015,Productivity & Planning,Quarterly Planning,Personal Quarterly Plan,Personal Quarterly Planning Session,"Act as a personal strategic planning coach. Help me plan the next quarter given my top goal: [QUARTERLY_GOAL], current commitments: [CURRENT_COMMITMENTS], and past quarter's lessons: [LAST_QUARTER_REFLECTION].
Break the goal into monthly milestones, then identify what I need to say no to in order to make room for it.
Output: 3 monthly milestones, 2 things to stop/reduce doing, and one leading indicator to check weekly for progress.","QUARTERLY_GOAL, CURRENT_COMMITMENTS, LAST_QUARTER_REFLECTION",ChatGPT / Claude,Intermediate,"Monthly milestones, explicit things to stop doing, and one weekly leading indicator to track.",The 'things to stop doing' section is often the most valuable output — take it as seriously as the milestones.
PRM-PD-016,Productivity & Planning,Procrastination,Procrastination Root Cause Diagnosis,Procrastination Diagnostic,"Act as a behavioral coach specializing in procrastination. I keep avoiding this task: [AVOIDED_TASK], and here's what I notice when I think about starting it: [OBSERVED_FEELINGS_OR_THOUGHTS].
Walk through the common root causes (task too vague, task too big, fear of failure, lack of clarity on next step, low perceived value) and identify which one(s) most likely apply based on what I described.
Recommend one specific, small next action that addresses that specific root cause — not generic advice like ""just start.""","AVOIDED_TASK, OBSERVED_FEELINGS_OR_THOUGHTS",ChatGPT / Claude,Intermediate,"A root-cause diagnosis of the specific procrastination pattern plus one tailored, concrete next action.","Answer honestly about the feelings involved — a vague input here leads to generic, unhelpful advice."
PRM-PD-017,Productivity & Planning,Email Management,Inbox Zero Cleanup System,Inbox Zero Recovery Plan,"Act as an inbox recovery coach. My inbox currently has [APPROXIMATE_EMAIL_COUNT] unread/unprocessed emails, mostly of these types: [EMAIL_TYPE_BREAKDOWN].
Design a one-time recovery plan to get to zero (or a manageable baseline) without reading every email individually, using batch triage rules by sender/subject pattern.
Then give a maintenance rule to prevent backlog from rebuilding.
Output: recovery steps in order, batch rules to apply, and one maintenance habit.","APPROXIMATE_EMAIL_COUNT, EMAIL_TYPE_BREAKDOWN",ChatGPT / Claude,Beginner,A step-by-step inbox recovery plan with batch triage rules and one ongoing maintenance habit.,Block a single 60-90 minute session for the recovery step — spreading it out usually means it never gets finished.
PRM-PD-018,Productivity & Planning,Calendar Management,Calendar Audit,Calendar Health Audit,"Act as a calendar and time-boundary consultant. Review this description of my typical week's calendar: [CALENDAR_DESCRIPTION].
Assess: ratio of meetings to focus time, whether there's any buffer between meetings, and whether recurring meetings still match their original purpose.
Output a health score summary (e.g. Meeting Load, Buffer Time, Focus Time — each rated Healthy/Concerning/Unhealthy) with one fix per concerning area.",CALENDAR_DESCRIPTION,ChatGPT / Claude,Intermediate,"A calendar health scorecard across meeting load, buffer time, and focus time, with one fix per problem area.","Re-run this audit after making changes to confirm the fixes actually shifted the ratios, not just felt better."
PRM-PD-019,Productivity & Planning,Annual Planning,Annual Review Template,Personal Annual Review Facilitator,"Act as a personal reflection coach. Guide an annual review using this input about the past year: [YEAR_SUMMARY_NOTES, e.g. key events, wins, struggles].
Structure the review into: Key Wins (and what caused them), Key Struggles (and root cause, not just symptom), Lessons to Carry Forward, and 3 priorities for next year that follow directly from the lessons.
Keep the tone honest and constructive, not just celebratory.",YEAR_SUMMARY_NOTES,ChatGPT / Claude,Intermediate,A structured annual review connecting wins/struggles to root causes and 3 lessons-driven priorities for next year.,"Write your raw notes stream-of-consciousness first, then paste them in — polished input tends to skip the honest parts."
PRM-PD-020,Productivity & Planning,Meeting Prep,Pre-Meeting Prep Checklist,Meeting Preparation Brief Generator,"Act as a meeting effectiveness coach. I have an upcoming meeting: [MEETING_PURPOSE], with [ATTENDEE_LIST], about [TOPIC].
Generate a prep brief: the single outcome that would make this meeting a success, 3 questions I should be ready to answer, and any material I should send in advance to make it more efficient.
Output as a short pre-meeting checklist I can review 10 minutes before joining.","MEETING_PURPOSE, ATTENDEE_LIST, TOPIC",ChatGPT / Claude,Beginner,A concise pre-meeting prep checklist with a defined success outcome and anticipated questions.,Define the 'success outcome' before scheduling the meeting at all — sometimes this step reveals the meeting isn't needed.
PRM-MK-001,Marketing,Content Strategy,Monthly Content Calendar,Content Calendar Builder,"Act as a content strategist. Build a [TIME_PERIOD] content calendar for [BRAND_NAME], targeting [TARGET_AUDIENCE] on [PLATFORMS], centered on the theme: [CONTENT_THEME].
For each planned piece, specify: date, platform, content type (post/video/article/etc.), topic, and the specific goal it serves (awareness, engagement, conversion).
Ensure a mix of content goals across the calendar, not all content pushing the same objective.","TIME_PERIOD, BRAND_NAME, TARGET_AUDIENCE, PLATFORMS, CONTENT_THEME",ChatGPT / Claude,Intermediate,"A balanced content calendar table with date, platform, type, topic, and goal per item.","Ask for a mix ratio explicitly (e.g. 40% awareness, 30% engagement, 30% conversion) if your current calendar feels lopsided."
PRM-MK-002,Marketing,Customer Research,Buyer Persona Development,Detailed Buyer Persona Builder,"Act as a customer research strategist. Build a detailed buyer persona for [PRODUCT_OR_SERVICE], based on what we know: [KNOWN_CUSTOMER_DATA, e.g. survey responses, sales notes, demographics].
Include: demographic snapshot, goals, frustrations/pain points, buying triggers, objections they typically raise, and where they go for information.
Flag clearly which parts are grounded in the data provided vs. reasonable inference, so the persona isn't mistaken for verified research.","PRODUCT_OR_SERVICE, KNOWN_CUSTOMER_DATA",ChatGPT / Claude,Intermediate,A detailed buyer persona with data-grounded and inferred sections clearly distinguished.,Feed it real customer support tickets or sales call notes for a persona that's grounded rather than generic.
PRM-MK-003,Marketing,Campaign Planning,Campaign Brief Creation,Marketing Campaign Brief Writer,"Act as a marketing campaign manager. Write a campaign brief for [CAMPAIGN_NAME], promoting [PRODUCT_OR_OFFER] to [TARGET_AUDIENCE], with a budget of [BUDGET] and timeline [TIMELINE].
Include: Objective (one measurable goal), Key Message, Target Audience, Channels, Budget Allocation by channel, Success Metrics, and Key Risks.
Keep the objective singular and measurable — flag if the stated goal is actually multiple goals disguised as one.","CAMPAIGN_NAME, PRODUCT_OR_OFFER, TARGET_AUDIENCE, BUDGET, TIMELINE",ChatGPT / Claude,Intermediate,"A complete campaign brief with a single measurable objective, channel budget split, and named risks.","If your stated objective is compound (e.g. 'awareness and sales'), let the model call it out — split into two campaigns instead."
PRM-MK-004,Marketing,Email Marketing,Nurture Email Sequence,Email Nurture Sequence Writer,"Act as an email marketing strategist. Write a [NUMBER]-email nurture sequence for new [SUBSCRIBER_TYPE, e.g. leads, trial users] of [PRODUCT_NAME], leading toward the goal of [SEQUENCE_GOAL].
For each email, specify: send timing (day X after signup), subject line, core message/angle, and call-to-action — vary the angle across emails so they don't repeat the same pitch.
Output as a numbered sequence table.","NUMBER, SUBSCRIBER_TYPE, PRODUCT_NAME, SEQUENCE_GOAL",ChatGPT / Claude,Intermediate,"A timed, angle-varied email nurture sequence table with subject lines and CTAs.","Ask for full email bodies for one or two emails in the sequence once you like the angles, rather than all at once."
PRM-MK-005,Marketing,Social Media,Platform-Specific Social Strategy,Social Media Channel Strategy,"Act as a social media strategist. Design a [PLATFORM] strategy for [BRAND_NAME], targeting [TARGET_AUDIENCE], with the goal of [PRIMARY_GOAL].
Cover: content pillars (3-4 recurring themes), posting cadence, tone of voice guidance specific to this platform, and one metric to track weekly as the primary success signal.
Ground recommendations in this platform's actual audience behavior, not generic social media advice.","PLATFORM, BRAND_NAME, TARGET_AUDIENCE, PRIMARY_GOAL",ChatGPT / Claude,Intermediate,"A platform-specific strategy with content pillars, cadence, tone guidance, and one primary success metric.",Run this separately per platform rather than asking for a one-size-fits-all social strategy — behavior differs too much.
PRM-MK-006,Marketing,SEO,SEO Content Brief,SEO Article Content Brief,"Act as an SEO content strategist. Build a content brief for an article targeting the keyword ""[TARGET_KEYWORD]"", intended for [TARGET_AUDIENCE].
Include: search intent analysis, recommended title options (3), suggested H2/H3 outline covering subtopics a strong article should address, target word count range, and internal linking suggestions based on [EXISTING_RELATED_CONTENT].
Do not write the full article — brief only, for a writer to execute.","TARGET_KEYWORD, TARGET_AUDIENCE, EXISTING_RELATED_CONTENT",ChatGPT / Claude,Intermediate,"An SEO content brief with intent analysis, title options, a subtopic outline, and internal linking suggestions.","Pair this with real keyword/SERP data from an SEO tool — the model's intent read is a strong starting hypothesis, not verified data."
PRM-MK-007,Marketing,Competitive Analysis,Competitor Content Audit,Competitor Content Gap Analysis,"Act as a content marketing analyst. Compare our content approach at [YOUR_BRAND] against [COMPETITOR_LIST] based on: [CONTENT_SAMPLES_OR_DESCRIPTIONS].
Identify: topics competitors cover that we don't, formats they use that we don't, and any content gap that represents a clear opportunity for us given our strengths [YOUR_STRENGTHS].
Output: a gap table (Topic/Format, Who Covers It, Opportunity for Us) and top 3 recommended content moves.","YOUR_BRAND, COMPETITOR_LIST, CONTENT_SAMPLES_OR_DESCRIPTIONS, YOUR_STRENGTHS",ChatGPT / Claude,Advanced,A content gap table plus 3 prioritized content moves grounded in your actual strengths.,Paste actual competitor content examples or URLs summaries rather than vague descriptions for sharper gap detection.
PRM-MK-008,Marketing,Product Launch,Go-To-Market Launch Plan,Product Launch Plan Builder,"Act as a product marketing manager. Build a go-to-market launch plan for [PRODUCT_NAME], launching on [LAUNCH_DATE] to [TARGET_AUDIENCE].
Cover: pre-launch (teaser/waitlist activities), launch day (channels and sequence of announcements), and post-launch (follow-up content and feedback collection), each with owner role and timing.
Output as a 3-phase timeline table with specific actions per phase.","PRODUCT_NAME, LAUNCH_DATE, TARGET_AUDIENCE",ChatGPT / Claude,Advanced,"A 3-phase (pre/launch/post) go-to-market timeline with specific, owned actions per phase.",Build in a post-launch feedback loop from day one — most launch plans skip it and lose the chance to capture early signal.
PRM-MK-009,Marketing,Customer Experience,Customer Journey Mapping,Customer Journey Map Builder,"Act as a customer experience strategist. Map the customer journey for [PRODUCT_OR_SERVICE], from first awareness to loyal customer, for persona: [PERSONA_SUMMARY].
For each stage (Awareness, Consideration, Decision, Onboarding, Retention, Advocacy), note: customer questions/emotions at that stage, our current touchpoint, and one gap or opportunity.
Output as a stage-by-stage table.","PRODUCT_OR_SERVICE, PERSONA_SUMMARY",ChatGPT / Claude,Advanced,"A full-funnel customer journey map with emotional state, touchpoints, and gaps per stage.","Validate the emotional/question assumptions against real customer interviews if you have any — this is a strong hypothesis, not verified insight."
PRM-MK-010,Marketing,Advertising,Ad Copy Variation Generator,Paid Ad Copy Variations,"Act as a direct-response copywriter. Write [NUMBER] distinct ad copy variations for [PRODUCT_OR_OFFER] targeting [TARGET_AUDIENCE] on [PLATFORM], within the character limit of [CHARACTER_LIMIT].
Vary the angle across variations (e.g. one benefit-led, one problem-led, one social-proof-led, one urgency-led) rather than just rewording the same angle.
Output as a labeled list, each variation tagged with its angle.","NUMBER, PRODUCT_OR_OFFER, TARGET_AUDIENCE, PLATFORM, CHARACTER_LIMIT",ChatGPT / Claude,Beginner,"A set of angle-labeled ad copy variations, each testing a genuinely different persuasion approach.",Run these as an actual A/B test rather than picking your favorite — the angle you like least often performs best.
PRM-MK-011,Marketing,Brand,Brand Voice Guide Creation,Brand Voice & Tone Guide,"Act as a brand strategist. Build a brand voice guide for [BRAND_NAME] based on these example pieces of existing content: [EXAMPLE_CONTENT_SAMPLES] and desired brand personality traits: [DESIRED_TRAITS].
Define: 3-4 voice attributes (each with a ""we sound like X, not Y"" contrast), do's and don'ts with example phrases, and how tone should shift across contexts (e.g. support vs. marketing).
Output as a practical one-page voice guide usable by any writer on the team.","BRAND_NAME, EXAMPLE_CONTENT_SAMPLES, DESIRED_TRAITS",ChatGPT / Claude,Advanced,"A one-page brand voice guide with contrastive voice attributes, do's/don'ts, and context-based tone shifts.","The 'we sound like X, not Y' framing is the most useful part — push for specific, non-generic contrasts."
PRM-MK-012,Marketing,PR,Press Release Pitch,Media Pitch Email Writer,"Act as a PR specialist. Write a media pitch email to [JOURNALIST_OR_OUTLET_TYPE] about [STORY_OR_ANNOUNCEMENT], for [COMPANY_NAME].
Lead with the newsworthy angle, not the company description. Include why this matters to their specific readers, one compelling stat or quote placeholder, and a low-friction next step (e.g. offer an interview).
Keep it under 150 words — journalists skim pitches in seconds.","JOURNALIST_OR_OUTLET_TYPE, STORY_OR_ANNOUNCEMENT, COMPANY_NAME",ChatGPT / Claude,Intermediate,"A concise (<150 word) media pitch that leads with the newsworthy angle, not company self-promotion.",Research the specific journalist's recent coverage and mention it — generic pitches to 'the media' get ignored.
PRM-MK-013,Marketing,Influencer Marketing,Influencer Outreach Message,Influencer Partnership Outreach Draft,"Act as an influencer marketing manager. Write an outreach message to [INFLUENCER_NAME_OR_TYPE] proposing a partnership for [CAMPAIGN_OR_PRODUCT].
Explain specifically why this influencer/audience is a fit (not generic flattery), what's being proposed (content type, deliverables), and what's in it for them.
Keep it personal, concise, and end with a clear, easy next step.","INFLUENCER_NAME_OR_TYPE, CAMPAIGN_OR_PRODUCT",ChatGPT / Claude,Beginner,"A personalized, specific influencer outreach message with a clear proposal and easy next step.",Reference a specific past post of theirs — generic 'I love your content' openers get filtered out immediately.
PRM-MK-014,Marketing,Lead Generation,Lead Magnet Ideation,Lead Magnet Concept Generator,"Act as a lead generation strategist. Generate [NUMBER] lead magnet concepts for [BUSINESS_OR_PRODUCT], targeting [TARGET_AUDIENCE] with the pain point [PAIN_POINT].
For each concept, specify: format (checklist, template, mini-course, calculator, etc.), the specific promise it makes, and why it's a natural bridge to the paid offer.
Output as a ranked list with the strongest concept flagged and why.","NUMBER, BUSINESS_OR_PRODUCT, TARGET_AUDIENCE, PAIN_POINT",ChatGPT / Claude,Beginner,"A ranked list of lead magnet concepts, each with format, promise, and a clear bridge to the paid offer.",Pick the concept that requires the least effort to produce first — validate demand before building an elaborate one.
PRM-MK-015,Marketing,Conversion Optimization,Landing Page Copy Audit,Landing Page Conversion Audit,"Act as a conversion rate optimization specialist. Review this landing page copy: [LANDING_PAGE_COPY], for [PRODUCT_OR_OFFER] targeting [TARGET_AUDIENCE].
Assess: is the value proposition clear within 5 seconds, is there a single clear CTA, does it address likely objections, and is there any friction or confusing language.
Output: a scored checklist (Clarity, CTA Strength, Objection Handling, Trust Signals — each 1-5) and the top 3 specific rewrite suggestions.","LANDING_PAGE_COPY, PRODUCT_OR_OFFER, TARGET_AUDIENCE",ChatGPT / Claude,Intermediate,"A scored landing page audit across 4 dimensions with 3 specific, actionable rewrite suggestions.",Ask for a rewritten headline and CTA as a follow-up once you've reviewed the audit findings.
PRM-MK-016,Marketing,Budgeting,Marketing Budget Allocation,Marketing Channel Budget Allocator,"Act as a marketing finance advisor. Given a total marketing budget of [TOTAL_BUDGET] for [TIME_PERIOD], and historical channel performance data: [CHANNEL_PERFORMANCE_DATA, e.g. CAC or ROAS by channel], recommend a budget allocation across channels.
Justify the split based on the performance data provided, and flag any channel getting disproportionate spend relative to its return.
Output an allocation table (Channel, % of Budget, $ Amount, Justification).","TOTAL_BUDGET, TIME_PERIOD, CHANNEL_PERFORMANCE_DATA",ChatGPT / Claude,Advanced,A data-justified marketing budget allocation table with any misallocated spend flagged.,Include at least 2-3 months of channel data if possible — a single month's numbers can be noisy and mislead the allocation.
PRM-MK-017,Marketing,Testing,A/B Test Plan Design,Marketing A/B Test Plan Builder,"Act as a growth marketer. Design an A/B test plan to test [HYPOTHESIS, e.g. 'a shorter headline increases signups'] on [WHERE_THE_TEST_RUNS, e.g. landing page, email subject].
Include: the two variants to test, the single metric that determines a winner, minimum sample size guidance (directionally, not exact statistics), and how long to run it before calling a result.
Output as a structured test plan a marketer could execute without further clarification.","HYPOTHESIS, WHERE_THE_TEST_RUNS",ChatGPT / Claude,Intermediate,"A ready-to-execute A/B test plan with variants, success metric, sample guidance, and test duration.","Test only one variable at a time — if the model suggests changing multiple elements between variants, ask it to isolate one."
PRM-MK-018,Marketing,Retention,Referral Program Design,Customer Referral Program Designer,"Act as a growth marketing strategist. Design a referral program for [PRODUCT_OR_SERVICE], with customer base [CUSTOMER_BASE_DESCRIPTION] and current retention/NPS context: [RETENTION_CONTEXT].
Define: the incentive structure for both referrer and referee, the trigger moment to prompt a referral ask (when customers are happiest), and how to prevent abuse.
Output: program mechanics, trigger moment recommendation, and one anti-abuse safeguard.","PRODUCT_OR_SERVICE, CUSTOMER_BASE_DESCRIPTION, RETENTION_CONTEXT",ChatGPT / Claude,Advanced,"A complete referral program design with incentive structure, optimal trigger moment, and an anti-abuse safeguard.","Time the referral ask to a genuine 'high' moment (e.g. right after a win), not an arbitrary point like signup day 30."
PRM-MK-019,Marketing,Events,Event Marketing Plan,Event Promotion Plan Builder,"Act as an event marketing manager. Build a promotion plan for [EVENT_NAME], happening on [EVENT_DATE], targeting [TARGET_AUDIENCE], with a registration goal of [REGISTRATION_GOAL].
Cover pre-event promotion (channels and cadence), day-of engagement tactics, and post-event follow-up to convert attendees further down the funnel.
Output as a timeline with specific actions and channels per phase.","EVENT_NAME, EVENT_DATE, TARGET_AUDIENCE, REGISTRATION_GOAL",ChatGPT / Claude,Intermediate,"A phased event promotion timeline covering pre-event, day-of, and post-event actions.",Don't skip the post-event follow-up phase — it's usually where the actual pipeline or revenue value gets captured.
